time,Computer,user,WorkstationName,Source_Workstation,IpAddress,name,event_count
5/9/2025 9:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 9:45,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,BNK-EXT,BNK-EXT,10.86.202.41,An account was successfully logged on,7
5/9/2025 9:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 10:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,FISHCM-WSUS2,FISHCM-WSUS2,10.86.30.231,An account was successfully logged on,7
5/9/2025 10:15,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,IT-VBKSRVTT3,IT-VBKSRVTT3,10.86.187.211,An account was successfully logged on,7
5/9/2025 10:15,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,PB15-WS2019,PB15-WS2019,10.86.87.188,An account was successfully logged on,7
5/9/2025 10:15,lab-terminalx.fishcm.com.vn,GMC-EGOVSALE4$,GMC-EGOVSALE4,GMC-EGOVSALE4,10.86.222.85,An account was successfully logged on,1
5/9/2025 10:15,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/9/2025 10:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 10:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 11:00,lab-terminalx.fishcm.com.vn,AD-THUTNT$,AD-THUTNT,AD-THUTNT,10.86.132.91,User logon with misspelled or bad user account,6
5/9/2025 11:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,AF-LANNPN,AF-LANNPN,10.86.142.94,An account was successfully logged on,7
5/9/2025 11:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,AF-THUYHV,AF-THUYHV,10.86.132.207,An account was successfully logged on,7
5/9/2025 11:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,ERP-NGANTP6,ERP-NGANTP6,10.86.191.58,An account was successfully logged on,7
5/9/2025 11:00,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 11:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 11:45,lab-terminalx.fishcm.com.vn,AF-THAONTT5$,AF-THAONTT5,AF-THAONTT5,10.86.142.198,User logon with misspelled or bad user account,6
5/9/2025 11:45,lab-terminalx.fishcm.com.vn,COF-HANT188$,COF-HANT188,COF-HANT188,10.86.132.115,User logon with misspelled or bad user account,6
5/9/2025 11:45,lab-terminalx.fishcm.com.vn,ES-ANHVTH9$,ES-ANHVTH9,ES-ANHVTH9,10.86.136.194,An account was successfully logged on,1
5/9/2025 11:45,lab-terminalx.fishcm.com.vn,HANGTTT2-AD$,HANGTTT2-AD,HANGTTT2-AD,10.86.133.2,User logon with misspelled or bad user account,6
5/9/2025 11:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,AD-GUITHU$,AD-GUITHU,AD-GUITHU,10.86.144.180,An account was successfully logged on,1
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,AD-SAMDTH$,AD-SAMDTH,AD-SAMDTH,10.86.132.79,User logon with misspelled or bad user account,7
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,AF-LONGVT11$,AF-LONGVT11,AF-LONGVT11,10.86.142.200,User logon with misspelled or bad user account,6
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,AF-QUYNHTTX$,AF-QUYNHTTX,AF-QUYNHTTX,10.86.142.81,An account was successfully logged on,1
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,AF-THANGHM8$,AF-THANGHM8,AF-THANGHM8,10.86.133.1,An account was successfully logged on,1
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,AF-THUPLL$,AF-THUPLL,AF-THUPLL,10.86.132.232,User logon with misspelled or bad user account,6
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,AF-SCAN,AF-SCAN,10.86.132.209,An account was successfully logged on,7
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,BP-TRANBQ,BP-TRANBQ,10.86.62.173,An account was successfully logged on,7
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,DCATRUS,DCATRUS,10.86.142.161,An account was successfully logged on,7
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,ES-PHUONGDTN,ES-PHUONGDTN,10.86.161.217,An account was successfully logged on,7
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,ES-THUYLTT18,ES-THUYLTT18,10.86.160.57,An account was successfully logged on,7
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,ES-UYENNQ,ES-UYENNQ,10.86.132.240,An account was successfully logged on,7
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,BANK-ANHNC10$,BANK-ANHNC10,BANK-ANHNC10,10.86.144.11,User logon with misspelled or bad user account,6
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,BNK-TRANGNTN16$,BNK-TRANGNTN16,BNK-TRANGNTN16,10.86.144.191,User logon with misspelled or bad user account,6
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,DT-YENNTH4$,DT-YENNTH4,DT-YENNTH4,10.86.84.215,User logon with misspelled or bad user account,6
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,ES-NHUNGDTH29$,ES-NHUNGDTH29,ES-NHUNGDTH29,10.86.62.75,User logon with misspelled or bad user account,6
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,FDHC-THUYENTTB$,FDHC-THUYENTTB,FDHC-THUYENTTB,10.86.140.210,An account was successfully logged on,1
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,HR-KHAVA2$,HR-KHAVA2,HR-KHAVA2,10.86.132.80,User logon with misspelled or bad user account,6
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,HR-MYNTH19$,HR-MYNTH19,HR-MYNTH19,10.86.132.161,User logon with misspelled or bad user account,7
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,PPD-MINHLT12$,PPD-MINHLT12,PPD-MINHLT12,10.86.132.237,User logon with misspelled or bad user account,6
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 12:00,lab-terminalx.fishcm.com.vn,UN-ANHNQ17$,UN-ANHNQ17,UN-ANHNQ17,10.86.132.83,User logon with misspelled or bad user account,6
5/9/2025 12:15,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,AF-LANNPN,AF-LANNPN,10.86.142.94,An account was successfully logged on,7
5/9/2025 12:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 12:45,lab-terminalx.fishcm.com.vn,Administrator,MRMAIL2,MRMAIL2,10.86.133.252,User logon with misspelled or bad user account,15
5/9/2025 12:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 13:00,lab-terminalx.fishcm.com.vn,AF-THANGHM8$,AF-THANGHM8,AF-THANGHM8,10.86.133.1,An account was successfully logged on,1
5/9/2025 13:15,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,AF-THUYHV,AF-THUYHV,10.86.132.207,An account was successfully logged on,7
5/9/2025 13:15,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,GS-PHUONGLM3,GS-PHUONGLM3,10.86.142.85,An account was successfully logged on,1
5/9/2025 13:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 13:45,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,LG-TRUYENTTM,LG-TRUYENTTM,10.86.140.174,An account was successfully logged on,7
5/9/2025 13:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 14:00,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/9/2025 14:15,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,PB15-WS2019,PB15-WS2019,10.86.87.188,An account was successfully logged on,7
5/9/2025 14:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 14:30,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,IT-VBKSRVTT3,IT-VBKSRVTT3,10.86.187.211,An account was successfully logged on,7
5/9/2025 14:45,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,BNK-EXT,BNK-EXT,10.86.202.41,An account was successfully logged on,7
5/9/2025 14:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,2
5/9/2025 15:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,FISHCM-WSUS2,FISHCM-WSUS2,10.86.30.231,An account was successfully logged on,7
5/9/2025 15:00,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,-,An account was successfully logged on,1
5/9/2025 15:15,lab-terminalx.fishcm.com.vn,GMC-EGOVSALE4$,GMC-EGOVSALE4,GMC-EGOVSALE4,10.86.222.85,An account was successfully logged on,1
5/9/2025 15:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 15:30,lab-terminalx.fishcm.com.vn,fishcm.support,IT-INTHEHINH,IT-INTHEHINH,10.86.132.74,An account was successfully logged on,1
5/9/2025 15:45,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/9/2025 15:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 16:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 16:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 17:15,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/9/2025 17:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 17:45,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,BNK-EXT,BNK-EXT,10.86.202.41,An account was successfully logged on,7
5/9/2025 17:45,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,ES-VYNTH8,ES-VYNTH8,10.86.198.50,An account was successfully logged on,7
5/9/2025 17:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 18:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,FISHCM-WSUS2,FISHCM-WSUS2,10.86.30.231,An account was successfully logged on,7
5/9/2025 18:15,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,PB15-WS2019,PB15-WS2019,10.86.87.188,An account was successfully logged on,7
5/9/2025 18:15,lab-terminalx.fishcm.com.vn,GMC-EGOVSALE4$,GMC-EGOVSALE4,GMC-EGOVSALE4,10.86.222.85,An account was successfully logged on,1
5/9/2025 18:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 18:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 19:00,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/9/2025 19:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,2
5/9/2025 19:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 20:15,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,PB15-WS2019,PB15-WS2019,10.86.87.188,An account was successfully logged on,7
5/9/2025 20:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 20:45,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,BNK-EXT,BNK-EXT,10.86.202.41,An account was successfully logged on,7
5/9/2025 20:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 21:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,FISHCM-WSUS2,FISHCM-WSUS2,10.86.30.231,An account was successfully logged on,7
5/9/2025 21:00,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/9/2025 21:15,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,IT-DINHNX,IT-DINHNX,10.86.172.29,An account was successfully logged on,1
5/9/2025 21:15,lab-terminalx.fishcm.com.vn,GMC-EGOVSALE4$,GMC-EGOVSALE4,GMC-EGOVSALE4,10.86.222.85,An account was successfully logged on,1
5/9/2025 21:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 21:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 22:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 22:30,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/9/2025 22:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 23:00,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,-,An account was successfully logged on,1
5/9/2025 23:15,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,PB15-WS2019,PB15-WS2019,10.86.87.188,An account was successfully logged on,7
5/9/2025 23:15,lab-terminalx.fishcm.com.vn,GMC-EGOVSALE4$,GMC-EGOVSALE4,GMC-EGOVSALE4,10.86.222.85,An account was successfully logged on,1
5/9/2025 23:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/9/2025 23:30,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,DESKTOP-1NGVM31,DESKTOP-1NGVM31,10.86.186.200,An account was successfully logged on,3255
5/9/2025 23:30,lab-terminalx.fishcm.com.vn,fishcm.support,DESKTOP-1NGVM31,DESKTOP-1NGVM31,10.86.186.200,An account was successfully logged on,1
5/9/2025 23:45,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,BNK-EXT,BNK-EXT,10.86.202.41,An account was successfully logged on,7
5/9/2025 23:45,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,DESKTOP-1NGVM31,DESKTOP-1NGVM31,10.86.186.200,An account was successfully logged on,3233
5/9/2025 23:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 0:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,FISHCM-WSUS2,FISHCM-WSUS2,10.86.30.231,An account was successfully logged on,7
5/10/2025 0:00,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/10/2025 0:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 0:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 1:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 1:30,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 1:45,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/10/2025 1:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 2:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 2:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 3:15,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,PB15-WS2019,PB15-WS2019,10.86.87.188,An account was successfully logged on,7
5/10/2025 3:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 3:30,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/10/2025 3:30,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 3:45,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,BNK-EXT,BNK-EXT,10.86.202.41,An account was successfully logged on,7
5/10/2025 3:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 3:45,lab-terminalx.fishcm.com.vn,fishcm.support,IT-INTHEHINH,IT-INTHEHINH,10.86.132.74,An account was successfully logged on,1
5/10/2025 4:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,FISHCM-WSUS2,FISHCM-WSUS2,10.86.30.231,An account was successfully logged on,7
5/10/2025 4:15,lab-terminalx.fishcm.com.vn,GMC-EGOVSALE4$,GMC-EGOVSALE4,GMC-EGOVSALE4,10.86.222.85,An account was successfully logged on,1
5/10/2025 4:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 4:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 5:00,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/10/2025 5:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 5:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 6:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 6:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 7:00,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,-,An account was successfully logged on,1
5/10/2025 7:00,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/10/2025 7:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,2
5/10/2025 7:45,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,BNK-EXT,BNK-EXT,10.86.202.41,An account was successfully logged on,7
5/10/2025 7:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 8:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,FISHCM-WSUS2,FISHCM-WSUS2,10.86.30.231,An account was successfully logged on,7
5/10/2025 8:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,IT-DINHNX,IT-DINHNX,10.86.172.49,An account was successfully logged on,1
5/10/2025 8:15,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,PB15-WS2019,PB15-WS2019,10.86.87.188,An account was successfully logged on,7
5/10/2025 8:15,lab-terminalx.fishcm.com.vn,GMC-EGOVSALE4$,GMC-EGOVSALE4,GMC-EGOVSALE4,10.86.222.85,An account was successfully logged on,1
5/10/2025 8:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 8:30,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/10/2025 8:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 9:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 9:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 9:45,lab-terminalx.fishcm.com.vn,fishcm.support,IT-INTHEHINH,IT-INTHEHINH,10.86.132.74,An account was successfully logged on,1
5/10/2025 10:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 10:30,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/10/2025 10:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 11:00,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 11:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 11:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 12:00,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,2
5/10/2025 12:15,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/10/2025 12:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 12:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 13:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 13:45,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/10/2025 13:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 14:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 14:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 15:00,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,-,An account was successfully logged on,1
5/10/2025 15:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 15:30,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/10/2025 15:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 15:45,lab-terminalx.fishcm.com.vn,fishcm.support,IT-INTHEHINH,IT-INTHEHINH,10.86.132.74,An account was successfully logged on,1
5/10/2025 16:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,FISHCM-WSUS2,FISHCM-WSUS2,10.86.30.231,An account was successfully logged on,7
5/10/2025 16:15,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,PB15-WS2019,PB15-WS2019,10.86.87.188,An account was successfully logged on,7
5/10/2025 16:15,lab-terminalx.fishcm.com.vn,GMC-EGOVSALE4$,GMC-EGOVSALE4,GMC-EGOVSALE4,10.86.222.85,An account was successfully logged on,1
5/10/2025 16:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 16:45,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,BNK-EXT,BNK-EXT,10.86.202.41,An account was successfully logged on,7
5/10/2025 16:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 17:15,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/10/2025 17:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 17:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 18:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 18:45,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/10/2025 18:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 19:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,FISHCM-WSUS2,FISHCM-WSUS2,10.86.30.231,An account was successfully logged on,7
5/10/2025 19:15,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,PB15-WS2019,PB15-WS2019,10.86.87.188,An account was successfully logged on,7
5/10/2025 19:15,lab-terminalx.fishcm.com.vn,GMC-EGOVSALE4$,GMC-EGOVSALE4,GMC-EGOVSALE4,10.86.222.85,An account was successfully logged on,1
5/10/2025 19:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,2
5/10/2025 19:45,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,BNK-EXT,BNK-EXT,10.86.202.41,An account was successfully logged on,7
5/10/2025 19:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 20:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 20:45,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/10/2025 20:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 21:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 21:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 21:45,lab-terminalx.fishcm.com.vn,fishcm.support,IT-INTHEHINH,IT-INTHEHINH,10.86.132.74,An account was successfully logged on,1
5/10/2025 22:15,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/10/2025 22:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 22:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 23:00,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,-,An account was successfully logged on,1
5/10/2025 23:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/10/2025 23:30,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,DESKTOP-1NGVM31,DESKTOP-1NGVM31,10.86.186.200,An account was successfully logged on,292
5/10/2025 23:30,lab-terminalx.fishcm.com.vn,fishcm.support,DESKTOP-1NGVM31,DESKTOP-1NGVM31,10.86.186.200,An account was successfully logged on,1
5/10/2025 23:45,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
5/10/2025 23:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/11/2025 0:00,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,FISHCM-WSUS2,FISHCM-WSUS2,10.86.30.231,An account was successfully logged on,7
5/11/2025 0:15,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,PB15-WS2019,PB15-WS2019,10.86.87.188,An account was successfully logged on,7
5/11/2025 0:15,lab-terminalx.fishcm.com.vn,GMC-EGOVSALE4$,GMC-EGOVSALE4,GMC-EGOVSALE4,10.86.222.85,An account was successfully logged on,1
5/11/2025 0:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/11/2025 0:45,lab-terminalx.fishcm.com.vn,ANONYMOUS LOGON,BNK-EXT,BNK-EXT,10.86.202.41,An account was successfully logged on,7
5/11/2025 0:45,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/11/2025 1:15,lab-terminalx.fishcm.com.vn,SYSTEM,-,-,-,An account was successfully logged on,1
5/11/2025 1:30,lab-terminalx.fishcm.com.vn,LAB-TERMINALX$,-,-,::1,An account was successfully logged on,1
